
Suggested Distribution

Item,WH QTY,TOTAL NEEDED,TOTAL RESERVED,101,102,103,104,105,106,107,108,109,110,111,112,114,115,116,117,118,119,120,121,122,123,125,126,127,128,129,130,131,132,133,134,135,199
BV-101,24,1650,0,,,,,,,2,,2,2,2,2,,,,,2,,2,2,2,,1,,,,,1,,,,,,4,
BV-102,24,1650,0,,,,,,,2,,2,2,2,2,,,,,2,,2,2,2,,1,,,,,1,,,,,,4,
BV-103,24,1650,0,,,,,,,2,,2,2,2,2,,,,,2,,2,2,2,,1,,,,,1,,,,,,4,
LW-054 WHT,48,1650,0,,,,,,,4,,4,4,4,4,,,,,4,,4,4,4,,3,,,,,3,,,,,,6,
LW-055 WHT,60,1650,0,,,,,,,5,,5,5,5,5,,,,,5,,5,5,5,,4,,,,,4,,,,,,7,
LW-056 WHT,72,1650,0,,1,1,1,1,,6,,6,6,6,6,,,,,5,,5,5,5,,5,,,,,5,,,,,,8,
LW-057 WHT,60,1650,0,,,,,,,5,,5,5,5,5,,,,,5,,5,5,5,,4,,,,,4,,,,,,7,
LW-062 BLK,48,1650,0,,,,,,,4,,4,4,4,4,,,,,4,,4,4,4,,3,,,,,3,,,,,,6,
LW-062 RG,48,1650,0,,,,,,,4,,4,4,4,4,,,,,4,,4,4,4,,3,,,,,3,,,,,,6,
LW-062 VT,48,1650,0,,,,,,,4,,4,4,4,4,,,,,4,,4,4,4,,3,,,,,3,,,,,,6,
LW-062 WHT,48,1650,0,,,,,,,4,,4,4,4,4,,,,,4,,4,4,4,,3,,,,,3,,,,,,6,

======================================
======================================

Item,qty to ship,inventory,reorder point,store, notes, STORE:102 TIER B
LW-056 WHT,1,0,0,102,
Item,qty to ship,inventory,reorder point,store, notes, STORE:103 TIER B
LW-056 WHT,1,0,0,103,
Item,qty to ship,inventory,reorder point,store, notes, STORE:104 TIER B
LW-056 WHT,1,0,0,104,
Item,qty to ship,inventory,reorder point,store, notes, STORE:105 TIER B
LW-056 WHT,1,0,0,105,
Item,qty to ship,inventory,reorder point,store, notes, STORE:107 TIER A
BV-101,2,0,0,107,
BV-102,2,0,0,107,
BV-103,2,0,0,107,
LW-054 WHT,4,0,0,107,
LW-055 WHT,5,0,0,107,
LW-056 WHT,6,0,0,107,
LW-057 WHT,5,0,0,107,
LW-062 BLK,4,0,0,107,
LW-062 RG,4,0,0,107,
LW-062 VT,4,0,0,107,
LW-062 WHT,4,0,0,107,
Item,qty to ship,inventory,reorder point,store, notes, STORE:109 TIER A
BV-101,2,0,0,109,
BV-102,2,0,0,109,
BV-103,2,0,0,109,
LW-054 WHT,4,0,0,109,
LW-055 WHT,5,0,0,109,
LW-056 WHT,6,0,0,109,
LW-057 WHT,5,0,0,109,
LW-062 BLK,4,0,0,109,
LW-062 RG,4,0,0,109,
LW-062 VT,4,0,0,109,
LW-062 WHT,4,0,0,109,
Item,qty to ship,inventory,reorder point,store, notes, STORE:110 TIER A
BV-101,2,0,0,110,
BV-102,2,0,0,110,
BV-103,2,0,0,110,
LW-054 WHT,4,0,0,110,
LW-055 WHT,5,0,0,110,
LW-056 WHT,6,0,0,110,
LW-057 WHT,5,0,0,110,
LW-062 BLK,4,0,0,110,
LW-062 RG,4,0,0,110,
LW-062 VT,4,0,0,110,
LW-062 WHT,4,0,0,110,
Item,qty to ship,inventory,reorder point,store, notes, STORE:111 TIER A
BV-101,2,0,0,111,
BV-102,2,0,0,111,
BV-103,2,0,0,111,
LW-054 WHT,4,0,0,111,
LW-055 WHT,5,0,0,111,
LW-056 WHT,6,0,0,111,
LW-057 WHT,5,0,0,111,
LW-062 BLK,4,0,0,111,
LW-062 RG,4,0,0,111,
LW-062 VT,4,0,0,111,
LW-062 WHT,4,0,0,111,
Item,qty to ship,inventory,reorder point,store, notes, STORE:112 TIER A
BV-101,2,0,0,112,
BV-102,2,0,0,112,
BV-103,2,0,0,112,
LW-054 WHT,4,0,0,112,
LW-055 WHT,5,0,0,112,
LW-056 WHT,6,0,0,112,
LW-057 WHT,5,0,0,112,
LW-062 BLK,4,0,0,112,
LW-062 RG,4,0,0,112,
LW-062 VT,4,0,0,112,
LW-062 WHT,4,0,0,112,
Item,qty to ship,inventory,reorder point,store, notes, STORE:118 TIER A
BV-101,2,0,0,118,
BV-102,2,0,0,118,
BV-103,2,0,0,118,
LW-054 WHT,4,0,0,118,
LW-055 WHT,5,0,0,118,
LW-056 WHT,5,0,0,118,
LW-057 WHT,5,0,0,118,
LW-062 BLK,4,0,0,118,
LW-062 RG,4,0,0,118,
LW-062 VT,4,0,0,118,
LW-062 WHT,4,0,0,118,
Item,qty to ship,inventory,reorder point,store, notes, STORE:120 TIER A
BV-101,2,0,0,120,
BV-102,2,0,0,120,
BV-103,2,0,0,120,
LW-054 WHT,4,0,0,120,
LW-055 WHT,5,0,0,120,
LW-056 WHT,5,0,0,120,
LW-057 WHT,5,0,0,120,
LW-062 BLK,4,0,0,120,
LW-062 RG,4,0,0,120,
LW-062 VT,4,0,0,120,
LW-062 WHT,4,0,0,120,
Item,qty to ship,inventory,reorder point,store, notes, STORE:121 TIER A
BV-101,2,0,0,121,
BV-102,2,0,0,121,
BV-103,2,0,0,121,
LW-054 WHT,4,0,0,121,
LW-055 WHT,5,0,0,121,
LW-056 WHT,5,0,0,121,
LW-057 WHT,5,0,0,121,
LW-062 BLK,4,0,0,121,
LW-062 RG,4,0,0,121,
LW-062 VT,4,0,0,121,
LW-062 WHT,4,0,0,121,
Item,qty to ship,inventory,reorder point,store, notes, STORE:122 TIER A
BV-101,2,0,0,122,
BV-102,2,0,0,122,
BV-103,2,0,0,122,
LW-054 WHT,4,0,0,122,
LW-055 WHT,5,0,0,122,
LW-056 WHT,5,0,0,122,
LW-057 WHT,5,0,0,122,
LW-062 BLK,4,0,0,122,
LW-062 RG,4,0,0,122,
LW-062 VT,4,0,0,122,
LW-062 WHT,4,0,0,122,
Item,qty to ship,inventory,reorder point,store, notes, STORE:125 TIER A
BV-101,1,0,0,125,
BV-102,1,0,0,125,
BV-103,1,0,0,125,
LW-054 WHT,3,0,0,125,
LW-055 WHT,4,0,0,125,
LW-056 WHT,5,0,0,125,
LW-057 WHT,4,0,0,125,
LW-062 BLK,3,0,0,125,
LW-062 RG,3,0,0,125,
LW-062 VT,3,0,0,125,
LW-062 WHT,3,0,0,125,
Item,qty to ship,inventory,reorder point,store, notes, STORE:130 TIER A
BV-101,1,0,0,130,
BV-102,1,0,0,130,
BV-103,1,0,0,130,
LW-054 WHT,3,0,0,130,
LW-055 WHT,4,0,0,130,
LW-056 WHT,5,0,0,130,
LW-057 WHT,4,0,0,130,
LW-062 BLK,3,0,0,130,
LW-062 RG,3,0,0,130,
LW-062 VT,3,0,0,130,
LW-062 WHT,3,0,0,130,
Item,qty to ship,inventory,reorder point,store, notes, STORE:199 TIER A
BV-101,4,0,0,199,
BV-102,4,0,0,199,
BV-103,4,0,0,199,
LW-054 WHT,6,0,0,199,
LW-055 WHT,7,0,0,199,
LW-056 WHT,8,0,0,199,
LW-057 WHT,7,0,0,199,
LW-062 BLK,6,0,0,199,
LW-062 RG,6,0,0,199,
LW-062 VT,6,0,0,199,
LW-062 WHT,6,0,0,199,
